THÁNG,NGÀY,TIỀN MẶT,CÀ THẺ,THỰC NHẬN CÀ THẺ,CHUYỂN KHOẢN,TRẢ CỌC,TỔNG,TỔNG TRỪ PHÍ CÀ THẺ
2024.06,20/06/2024,13.940.000,1.750.000,1.722.000,14.030.000,0,29.720.000,29.692.000
2024.06,21/06/2024,16.360.000,5.995.000,5.904.080,44.545.000,0,66.900.000,66.809.080
2024.06,22/06/2024,32.169.000,18.393.000,18.073.894,64.502.714,0,115.064.714,114.745.608
2024.06,23/06/2024,29.994.000,24.122.500,23.732.940,84.126.333,0,138.242.833,137.853.273
2024.06,24/06/2024,5.750.000,8.805.000,8.748.250,16.211.666,0,30.766.666,30.709.916
2024.06,25/06/2024,57.180.000,6.920.000,6.809.280,36.630.000,0,100.730.000,100.619.280
2024.06,26/06/2024,20.959.000,41.180.000,40.529.300,16.376.000,0,78.515.000,77.864.300
2024.06,27/06/2024,4.000.000,21.608.000,21.689.272,19.985.000,0,45.593.000,45.674.272
2024.06,28/06/2024,3.245.000,2.000.000,1.968.000,43.175.000,0,48.420.000,48.388.000
2024.06,29/06/2024,19.920.000,4.508.000,4.435.972,27.450.000,0,51.878.000,51.805.972
2024.06,30/06/2024,17.696.000,5.660.000,5.569.440,82.002.000,0,105.358.000,105.267.440
2024.07,01/07/2024,10.262.000,5.610.000,5.517.740,24.422.000,0,40.294.000,40.201.740
2024.07,02/07/2024,40.160.000,47.245.000,46.470.880,112.260.500,0,199.665.500,198.891.380
2024.07,03/07/2024,21.170.000,6.040.000,5.949.360,28.648.000,0,55.858.000,55.767.360
2024.07,04/07/2024,10.191.000,3.500.000,3.462.500,45.800.000,0,59.491.000,59.453.500
2024.07,05/07/2024,11.145.000,1.800.000,1.771.200,116.759.000,0,129.704.000,129.675.200
2024.07,06/07/2024,6.130.000,3.305.000,3.249.620,50.650.000,0,60.085.000,60.029.620
2024.07,07/07/2024,58.273.000,13.514.444,13.290.413,43.192.651,0,114.980.095,114.756.064
2024.07,08/07/2024,13.450.000,4.350.000,4.280.400,23.642.000,0,41.442.000,41.372.400
2024.07,09/07/2024,12.784.000,5.345.000,5.266.430,32.719.000,0,50.848.000,50.769.430
2024.07,10/07/2024,38.815.000,33.042.500,32.509.745,35.862.833,0,107.720.333,107.187.578
2024.07,11/07/2024,9.565.000,4.650.000,4.566.900,21.847.500,0,36.062.500,35.979.400
2024.07,12/07/2024,50.485.000,3.700.000,3.650.800,77.448.000,0,131.633.000,131.583.800
2024.07,13/07/2024,48.695.000,5.695.000,5.585.880,75.335.714,5.000.000,124.725.714,124.616.594
2024.07,14/07/2024,33.495.000,23.250.000,22.878.000,67.123.666,0,123.868.666,123.496.666
2024.07,15/07/2024,8.050.000,6.545.000,6.440.280,39.870.000,500.000,53.965.000,53.860.280
2024.07,16/07/2024,15.657.000,19.168.000,18.852.012,34.051.555,0,68.876.555,68.560.567
2024.07,17/07/2024,14.183.000,4.378.333,4.308.280,60.280.000,0,78.841.333,78.771.280
2024.07,18/07/2024,11.590.000,13.420.000,13.290.980,73.895.000,0,98.905.000,98.775.980
2024.07,19/07/2024,9.817.000,43.925.000,43.225.200,46.885.000,0,100.627.000,99.927.200
2024.07,20/07/2024,16.654.000,55.150.000,54.300.100,181.149.666,0,252.953.666,252.103.766
2024.07,21/07/2024,33.259.000,14.385.000,13.884.840,67.279.318,0,114.923.318,114.423.158
2024.07,22/07/2024,13.070.000,1.400.000,1.377.600,4.750.000,0,19.220.000,19.197.600
2024.07,23/07/2024,12.012.000,11.350.000,11.191.890,24.280.000,0,47.642.000,47.483.890
2024.07,24/07/2024,9.750.000,3.795.000,3.734.280,27.210.500,0,40.755.500,40.694.780
2024.07,25/07/2024,13.478.000,2.700.000,2.656.800,28.940.909,0,45.118.909,45.075.709
2024.07,26/07/2024,3.150.000,8.550.000,8.401.200,11.750.000,0,23.450.000,23.301.200
2024.07,27/07/2024,45.840.000,3.916.000,3.853.344,47.411.000,0,97.167.000,97.104.344
2024.07,28/07/2024,19.065.000,12.375.000,12.162.750,88.324.666,0,119.764.666,119.552.416
2024.07,29/07/2024,18.747.000,0,0,2.050.000,0,20.797.000,20.797.000
2024.07,30/07/2024,16.447.000,4.650.000,4.566.500,55.195.000,0,76.292.000,76.208.500
2024.07,31/07/2024,12.008.000,36.350.000,35.774.400,32.075.166,0,80.433.166,79.857.566
2024.08,01/08/2024,12.565.000,1.000.000,984.000,48.749.000,0,62.314.000,62.298.000
2024.08,02/08/2024,6.200.000,7.300.000,7.160.800,26.980.000,0,40.480.000,40.340.800
2024.08,03/08/2024,19.598.000,3.150.000,3.099.600,81.732.000,0,104.480.000,104.429.600
2024.08,04/08/2024,18.959.000,4.100.000,4.034.400,124.919.318,500.000,147.478.318,147.412.718
2024.08,05/08/2024,3.865.000,10.672.500,10.501.740,33.377.000,0,47.914.500,47.743.740
2024.08,06/08/2024,0,0,0,0,0,0,0
2024.08,07/08/2024,0,0,0,0,0,0,0
2024.08,08/08/2024,7.618.000,7.227.777,7.104.633,56.292.500,0,71.138.277,71.015.133
2024.08,09/08/2024,7.695.000,12.250.000,12.038.100,67.224.000,0,87.169.000,86.957.100
2024.08,10/08/2024,22.974.000,11.793.333,11.610.640,55.563.666,0,90.330.999,90.148.306
2024.08,11/08/2024,29.570.000,71.600.500,70.561.807,193.968.695,0,295.139.195,294.100.502
2024.08,12/08/2024,21.003.000,9.432.500,9.284.580,32.115.000,0,62.550.500,62.402.580
2024.08,13/08/2024,12.570.000,1.775.000,1.743.600,36.160.000,0,50.505.000,50.473.600
2024.08,14/08/2024,5.717.000,3.500.000,3.444.000,46.321.000,0,55.538.000,55.482.000
2024.08,15/08/2024,8.790.000,7.357.000,7.226.788,59.544.000,250.000,75.441.000,75.310.788
2024.08,16/08/2024,7.387.000,9.460.000,9.315.640,31.613.000,0,48.460.000,48.315.640
2024.08,17/08/2024,21.246.000,19.110.000,18.844.340,48.215.000,0,88.571.000,88.305.340
2024.08,18/08/2024,60.810.000,13.035.000,12.830.000,80.344.318,0,154.189.318,153.984.318
2024.08,19/08/2024,28.152.000,4.900.000,4.820.000,50.750.000,0,83.802.000,83.722.000
2024.08,20/08/2024,18.454.000,18.868.000,18.579.254,33.378.000,0,70.700.000,70.411.254
2024.08,21/08/2024,19.330.000,10.000.000,9.820.228,26.496.833,0,55.826.833,55.647.061
2024.08,22/08/2024,10.488.000,6.500.000,6.438.770,13.590.000,0,30.578.000,30.516.770
2024.08,23/08/2024,8.900.000,60.220.000,59.251.520,23.860.000,0,92.980.000,92.011.520
2024.08,24/08/2024,36.670.000,15.230.000,14.985.520,74.089.500,500.000,125.489.500,125.245.020
2024.08,25/08/2024,17.096.000,7.650.000,7.527.600,59.263.000,0,84.009.000,83.886.600
2024.08,26/08/2024,4.477.000,4.345.000,4.280.680,11.600.000,0,20.422.000,20.357.680
2024.08,27/08/2024,19.362.000,2.000.000,1.973.000,28.734.666,0,50.096.666,50.069.666
2024.08,28/08/2024,25.038.000,32.550.000,32.029.200,99.170.500,0,156.758.500,156.237.700
2024.08,29/08/2024,7.160.000,7.578.333,7.450.240,131.820.000,0,146.558.333,146.430.240
2024.08,30/08/2024,15.400.000,0,0,18.330.000,500.000,33.230.000,33.230.000
2024.08,31/08/2024,1.750.000,4.690.000,4.611.760,63.053.000,0,69.493.000,69.414.760
2024.09,01/09/2024,32.557.000,8.960.000,8.797.455,34.350.000,0,75.867.000,75.704.455
2024.09,02/09/2024,0,0,0,0,0,0,0
2024.09,03/09/2024,73.025.000,0,0,26.295.000,0,99.320.000,99.320.000
2024.09,04/09/2024,7.287.000,6.425.000,6.322.200,16.150.444,0,29.862.444,29.759.644
2024.09,05/09/2024,45.580.000,1.444.444,1.401.001,38.735.000,0,85.759.444,85.716.001
2024.09,06/09/2024,12.491.000,47.000.000,46.258.400,27.426.000,0,86.917.000,86.175.400
2024.09,07/09/2024,19.005.000,43.603.333,42.899.840,80.385.000,0,142.993.333,142.289.840
2024.09,08/09/2024,47.310.000,23.280.000,22.905.000,84.180.484,0,154.770.484,154.395.484
2024.09,09/09/2024,10.295.000,2.700.000,2.656.800,43.731.500,0,56.726.500,56.683.300
2024.09,10/09/2024,16.750.000,3.800.000,3.739.200,85.767.500,0,106.317.500,106.256.700
2024.09,11/09/2024,3.125.000,0,0,30.095.833,0,33.220.833,33.220.833
2024.09,12/09/2024,2.450.000,1.450.000,1.426.800,2.400.000,0,6.300.000,6.276.800
2024.09,13/09/2024,12.137.000,8.680.000,8.551.490,31.794.500,0,52.611.500,52.482.990
2024.09,14/09/2024,16.910.000,14.470.000,14.236.720,140.332.000,0,171.712.000,171.478.720
2024.09,15/09/2024,14.092.000,48.166.000,47.395.440,107.587.055,0,169.845.055,169.074.495
2024.09,16/09/2024,11.775.000,38.545.000,37.874.300,34.199.000,0,84.519.000,83.848.300
2024.09,17/09/2024,9.645.000,13.637.000,13.413.227,23.909.500,0,47.191.500,46.967.727
2024.09,18/09/2024,6.260.000,6.999.000,6.886.216,24.696.500,0,37.955.500,37.842.716
2024.09,19/09/2024,25.739.000,37.983.333,37.346.980,48.218.818,0,111.941.151,111.304.798
2024.09,20/09/2024,6.380.000,4.800.000,4.709.150,13.785.000,0,24.965.000,24.874.150
2024.09,21/09/2024,16.500.000,10.447.500,10.286.275,120.180.000,55.000,147.072.500,146.911.275
2024.09,22/09/2024,30.829.000,12.825.000,12.623.120,88.873.818,0,132.527.818,132.325.938
2024.09,23/09/2024,9.398.000,19.834.000,19.514.176,78.570.000,0,107.802.000,107.482.176
2024.09,24/09/2024,4.232.000,29.525.000,29.050.040,60.235.000,0,93.992.000,93.517.040
2024.09,25/09/2024,1.250.000,5.020.000,4.939.680,21.353.000,0,27.623.000,27.542.680
2024.09,26/09/2024,10.270.000,4.150.000,4.073.160,67.421.500,0,81.841.500,81.764.660
2024.09,27/09/2024,15.302.000,1.300.000,1.282.200,24.256.000,0,40.858.000,40.840.200
2024.09,28/09/2024,29.535.000,50.740.000,49.901.000,59.309.666,0,139.584.666,138.745.666
2024.09,29/09/2024,20.940.000,7.985.000,7.857.240,42.404.500,0,71.329.500,71.201.740
2024.09,30/09/2024,5.267.000,3.700.000,3.640.800,51.233.444,0,60.200.444,60.141.244
2024.10,01/10/2024,6.203.000,1.445.000,1.421.880,35.419.000,0,43.067.000,43.043.880
2024.10,02/10/2024,3.183.000,3.370.000,3.316.080,10.805.000,0,17.358.000,17.304.080
2024.10,03/10/2024,7.205.000,1.794.444,1.765.733,21.565.000,0,30.564.444,30.535.733
2024.10,04/10/2024,11.845.000,2.600.000,2.558.040,42.162.000,0,56.607.000,56.565.040
2024.10,05/10/2024,29.010.000,27.473.333,27.000.223,55.820.000,0,112.303.333,111.830.223
2024.10,06/10/2024,58.822.000,33.028.000,32.488.414,92.955.484,0,184.805.484,184.265.898
2024.10,07/10/2024,7.320.000,12.061.666,11.893.179,63.892.000,0,83.273.666,83.105.179
2024.10,08/10/2024,10.995.000,7.100.000,6.997.900,67.535.500,0,85.630.500,85.528.400
2024.10,09/10/2024,29.395.000,6.200.000,6.084.400,53.909.833,0,89.504.833,89.389.233
2024.10,10/10/2024,34.600.000,0,0,33.434.333,1.050.000,66.984.333,66.984.333
2024.10,11/10/2024,16.994.000,10.030.000,9.572.103,24.205.454,0,51.229.454,50.771.557
2024.10,12/10/2024,16.820.000,12.711.000,12.462.785,68.047.000,0,97.578.000,97.329.785
2024.10,13/10/2024,18.578.000,10.850.000,10.637.940,79.176.333,0,108.604.333,108.392.273
2024.10,14/10/2024,5.458.000,3.350.000,3.285.383,70.651.500,0,79.459.500,79.394.883
2024.10,15/10/2024,3.600.000,28.370.000,27.588.303,36.307.555,0,68.277.555,67.495.858
2024.10,16/10/2024,3.750.000,14.390.000,13.975.192,31.033.500,500.000,48.673.500,48.258.692
2024.10,17/10/2024,7.930.000,4.575.000,4.501.800,62.184.409,0,74.689.409,74.616.209
2024.10,18/10/2024,6.635.000,0,0,22.585.000,0,29.220.000,29.220.000
2024.10,19/10/2024,55.040.000,5.210.000,5.124.840,51.261.000,0,111.511.000,111.425.840
2024.10,20/10/2024,17.983.000,17.710.000,17.431.640,95.247.818,0,130.940.818,130.662.458
2024.10,21/10/2024,10.815.000,8.325.000,8.191.800,42.945.000,0,62.085.000,61.951.800
2024.10,22/10/2024,8.467.000,3.500.000,3.444.000,16.185.000,0,28.152.000,28.096.000
2024.10,23/10/2024,208.000,1.308.000,1.285.800,21.833.000,0,23.349.000,23.326.800
2024.10,24/10/2024,7.845.000,3.530.000,2.284.565,32.411.500,0,43.786.500,42.541.065
2024.10,25/10/2024,5.480.000,5.375.000,5.289.000,38.891.428,0,49.746.428,49.660.428
2024.10,26/10/2024,24.862.000,42.725.000,42.233.320,61.698.000,0,129.285.000,128.793.320
2024.10,27/10/2024,35.893.000,20.613.000,20.277.472,25.009.500,0,81.515.500,81.179.972
2024.10,28/10/2024,12.100.000,7.000.000,6.878.000,43.673.000,0,62.773.000,62.651.000
2024.10,29/10/2024,7.257.000,1.400.000,1.377.600,76.619.000,0,85.276.000,85.253.600
2024.10,30/10/2024,6.210.000,4.140.000,4.073.760,25.486.000,0,35.836.000,35.769.760
2024.10,31/10/2024,5.850.000,31.000.000,30.318.912,57.574.000,0,94.424.000,93.742.912
2024.11,01/11/2024,10.700.000,0,0,28.665.000,0,39.365.000,39.365.000
2024.11,02/11/2024,17.070.000,9.385.833,9.237.585,90.999.000,0,117.454.833,117.306.585
2024.11,03/11/2024,28.010.000,42.540.000,41.860.360,82.381.333,0,152.931.333,152.251.693
2024.11,04/11/2024,8.650.000,0,0,22.453.000,0,31.103.000,31.103.000
2024.11,05/11/2024,11.190.000,9.700.000,9.527.800,53.168.000,0,74.058.000,73.885.800
2024.11,06/11/2024,8.550.000,9.944.444,9.785.333,43.409.000,0,61.903.444,61.744.333
2024.11,07/11/2024,10.278.000,36.433.333,35.857.400,29.781.409,0,76.492.742,75.916.809
2024.11,08/11/2024,2.350.000,1.350.000,1.328.400,21.862.500,0,25.562.500,25.540.900
2024.11,09/11/2024,10.813.000,4.895.000,4.823.180,42.003.818,0,57.711.818,57.639.998
2024.11,10/11/2024,16.303.000,11.300.000,11.119.200,48.574.318,500.000,75.677.318,75.496.518
2024.11,11/11/2024,8.100.000,16.428.000,16.165.152,21.415.000,0,45.943.000,45.680.152
2024.11,12/11/2024,39.600.000,5.245.000,5.163.530,61.079.000,0,105.924.000,105.842.530
2024.11,13/11/2024,8.020.000,8.430.000,8.289.120,36.442.528,0,52.892.528,52.751.648
2024.11,14/11/2024,17.155.000,8.200.000,7.058.030,34.080.000,0,59.435.000,58.293.030
2024.11,15/11/2024,6.909.000,0,0,43.142.555,500.000,49.551.555,49.551.555
2024.11,16/11/2024,12.166.000,48.080.000,47.293.340,45.210.000,0,105.456.000,104.669.340
2024.11,17/11/2024,39.690.000,21.120.000,20.777.880,70.720.000,0,131.530.000,131.187.880
2024.11,18/11/2024,12.870.000,8.832.500,8.690.380,45.188.000,0,66.890.500,66.748.380
2024.11,19/11/2024,8.381.000,30.810.000,30.310.900,25.074.000,0,64.265.000,63.765.900
2024.11,20/11/2024,19.000.000,12.745.000,12.541.080,18.068.000,0,49.813.000,49.609.080
2024.11,21/11/2024,2.610.000,0,0,26.592.000,0,29.202.000,29.202.000
2024.11,22/11/2024,13.553.000,17.760.000,17.560.640,26.235.000,0,57.548.000,57.348.640
2024.11,23/11/2024,26.087.000,23.376.000,23.007.184,54.148.000,0,103.611.000,103.242.184
2024.11,24/11/2024,37.613.000,13.650.000,13.427.800,80.529.318,0,131.792.318,131.570.118
2024.11,25/11/2024,1.600.000,6.532.000,6.413.480,21.420.000,0,29.552.000,29.433.480
2024.11,26/11/2024,6.937.000,4.470.000,4.403.930,25.383.000,0,36.790.000,36.723.930
2024.11,27/11/2024,3.670.000,8.243.000,8.111.112,21.451.500,0,33.364.500,33.232.612
2024.11,28/11/2024,17.178.000,47.565.000,46.611.290,49.853.909,0,114.596.909,113.643.199
2024.11,29/11/2024,8.650.000,4.630.000,4.555.920,16.016.000,0,29.296.000,29.221.920
2024.11,30/11/2024,11.755.000,8.183.333,8.039.933,70.682.000,0,90.620.333,90.476.933
2024.12,01/12/2024,36.985.000,31.728.000,31.214.512,62.045.333,0,130.758.333,130.244.845
2024.12,02/12/2024,12.535.000,4.763.500,4.687.284,40.550.166,0,57.848.666,57.772.450
2024.12,03/12/2024,8.610.000,10.080.000,9.910.020,30.232.000,0,48.922.000,48.752.020
2024.12,04/12/2024,8.008.000,9.409.444,9.288.843,28.748.000,0,46.165.444,46.044.843
2024.12,05/12/2024,2.360.000,3.778.333,3.724.280,29.162.500,0,35.300.833,35.246.780
2024.12,06/12/2024,5.887.000,10.980.000,10.777.180,44.923.500,0,61.790.500,61.587.680
2024.12,07/12/2024,27.356.000,47.940.500,47.089.496,72.135.909,0,147.432.409,146.581.405
2024.12,08/12/2024,33.487.000,15.445.000,15.164.190,103.685.318,0,152.617.318,152.336.508
2024.12,09/12/2024,11.455.000,12.120.000,11.917.190,37.040.818,0,60.615.818,60.413.008
2024.12,10/12/2024,12.500.000,12.500.000,12.308.750,46.504.000,0,71.504.000,71.312.750
2024.12,11/12/2024,10.370.000,7.150.000,7.060.600,36.680.500,0,54.200.500,54.111.100
2024.12,12/12/2024,6.733.000,8.750.000,8.593.500,38.589.000,0,54.072.000,53.915.500
2024.12,13/12/2024,6.565.000,1.300.000,1.279.200,22.728.666,0,30.593.666,30.572.866
2024.12,14/12/2024,20.773.000,45.172.000,44.449.248,64.855.000,0,130.800.000,130.077.248
2024.12,15/12/2024,28.187.000,12.230.000,12.032.640,92.802.555,1.700.000,131.519.555,131.322.195
2024.12,16/12/2024,2.010.000,5.782.500,5.689.180,66.318.500,0,74.111.000,74.017.680
2024.12,17/12/2024,11.704.000,10.912.000,10.728.108,33.570.500,0,56.186.500,56.002.608
2024.12,18/12/2024,9.776.000,0,0,23.125.000,0,32.901.000,32.901.000
2024.12,19/12/2024,3.812.000,1.400.000,1.377.600,9.795.000,0,15.007.000,14.984.600
2024.12,20/12/2024,4.525.000,2.545.000,2.507.280,19.557.714,0,26.627.714,26.589.994
2024.12,21/12/2024,33.385.000,48.250.000,47.478.000,56.368.000,0,138.003.000,137.231.000
2024.12,22/12/2024,40.788.000,6.885.000,6.797.690,75.838.318,0,123.511.318,123.424.008
2024.12,23/12/2024,13.693.000,0,0,41.602.000,0,55.295.000,55.295.000
2024.12,24/12/2024,11.005.000,4.066.000,4.000.744,58.913.000,0,73.984.000,73.918.744
2024.12,25/12/2024,3.200.000,8.274.000,8.141.616,64.430.000,0,75.904.000,75.771.616
2024.12,26/12/2024,12.267.000,1.200.000,1.180.800,23.764.000,0,37.231.000,37.211.800
2024.12,27/12/2024,11.640.000,3.080.000,3.029.920,47.078.500,0,61.798.500,61.748.420
2024.12,28/12/2024,11.545.000,17.440.000,14.868.240,123.242.000,0,152.227.000,149.655.240
2024.12,29/12/2024,32.470.000,10.185.000,10.022.040,71.406.000,0,114.061.000,113.898.040
2024.12,30/12/2024,5.743.000,6.132.500,6.030.060,26.190.333,0,38.065.833,37.963.393
2024.12,31/12/2024,5.890.000,3.630.000,0,33.310.000,0,42.830.000,39.200.000
2025.01,01/01/2025,0,0,0,0,0,0,0
2025.01,02/01/2025,2.445.000,7.000.000,6.893.000,14.260.000,0,23.705.000,23.598.000
2025.01,03/01/2025,7.035.000,11.670.000,11.472.560,42.362.000,150.000,60.917.000,60.719.560
2025.01,04/01/2025,16.506.000,9.791.000,9.620.624,91.503.909,0,117.800.909,117.630.533
2025.01,05/01/2025,35.902.000,80.985.000,79.537.470,64.618.000,350.000,181.155.000,179.707.470
2025.01,06/01/2025,15.225.000,42.650.000,41.898.700,31.173.000,0,89.048.000,88.296.700
2025.01,07/01/2025,15.280.000,8.090.000,7.949.985,42.339.818,0,65.709.818,65.569.803
2025.01,08/01/2025,9.767.000,12.908.777,12.676.419,29.973.500,0,52.649.277,52.416.919
2025.01,09/01/2025,14.183.000,6.980.000,6.841.140,42.683.500,0,63.846.500,63.707.640
2025.01,10/01/2025,15.362.000,6.045.000,5.930.990,95.400.500,0,116.807.500,116.693.490
2025.01,11/01/2025,26.676.000,25.452.500,25.006.280,67.587.500,0,119.716.000,119.269.780
2025.01,12/01/2025,37.344.000,22.240.000,21.839.680,76.604.346,0,136.188.346,135.788.026
2025.01,13/01/2025,11.680.000,12.082.500,11.833.015,47.102.000,0,70.864.500,70.615.015
2025.01,14/01/2025,13.055.000,7.333.333,7.195.133,40.043.500,0,60.431.833,60.293.633
2025.01,15/01/2025,10.110.000,8.916.000,8.780.512,77.277.500,0,96.303.500,96.168.012
2025.01,16/01/2025,12.920.000,2.775.000,2.725.050,46.776.000,0,62.471.000,62.421.050
2025.01,17/01/2025,19.363.000,10.760.000,10.579.320,40.976.500,350.000,70.749.500,70.568.820
2025.01,18/01/2025,24.250.000,60.283.000,59.197.006,133.073.000,0,217.606.000,216.520.006
2025.01,19/01/2025,50.312.000,4.395.000,4.331.890,102.076.151,0,156.783.151,156.720.041
2025.01,20/01/2025,5.673.000,3.835.000,3.765.970,39.310.500,0,48.818.500,48.749.470
2025.01,21/01/2025,30.959.000,7.222.000,7.114.054,80.514.000,0,118.695.000,118.587.054
2025.01,22/01/2025,11.920.500,4.744.000,4.658.608,41.749.500,0,58.414.000,58.328.608
2025.01,23/01/2025,0,0,0,245.000,0,245.000,245.000
2025.01,24/01/2025,0,0,0,4.010.000,0,4.010.000,4.010.000
2025.01,25/01/2025,0,0,0,0,0,0,0
2025.01,26/01/2025,0,0,0,0,0,0,0
2025.01,27/01/2025,0,0,0,0,0,0,0
2025.01,28/01/2025,0,0,0,0,0,0,0
2025.01,29/01/2025,0,0,0,0,0,0,0
2025.01,30/01/2025,0,0,0,0,0,0,0
2025.01,31/01/2025,0,0,0,0,0,0,0
2025.02,01/02/2025,0,0,0,0,0,0,0
2025.02,02/02/2025,0,0,0,0,0,0,0
2025.02,03/02/2025,0,0,0,0,0,0,0
2025.02,04/02/2025,0,0,0,0,0,0,0
2025.02,05/02/2025,0,0,0,0,0,0,0
2025.02,06/02/2025,0,0,0,0,0,0,0
2025.02,07/02/2025,3.050.000,1.300.000,1.271.400,55.447.984,0,59.797.984,59.769.384
2025.02,08/02/2025,22.886.000,6.678.333,6.558.123,50.692.000,0,80.256.333,80.136.123
2025.02,09/02/2025,46.873.000,49.385.000,48.496.070,110.622.000,0,206.880.000,205.991.070
2025.02,10/02/2025,18.795.000,9.575.000,9.417.650,41.553.000,2.000.000,67.923.000,67.765.650
2025.02,11/02/2025,10.533.000,8.333.000,8.176.006,74.481.000,0,93.347.000,93.190.006
2025.02,12/02/2025,22.732.000,9.815.000,9.645.330,55.560.666,0,88.107.666,87.937.996
2025.02,13/02/2025,16.723.000,23.065.000,22.652.280,41.675.500,0,81.463.500,81.050.780
2025.02,14/02/2025,11.862.000,15.585.000,15.324.720,52.912.000,0,80.359.000,80.098.720
2025.02,15/02/2025,30.365.000,19.292.500,18.977.760,95.898.000,1.500.000,144.055.500,143.740.760
2025.02,16/02/2025,40.495.000,52.430.000,51.486.080,72.562.636,0,165.487.636,164.543.716
2025.02,17/02/2025,25.477.000,19.330.000,18.977.860,56.836.166,350.000,101.293.166,100.941.026
2025.02,18/02/2025,17.537.000,12.742.000,12.539.244,74.999.000,0,105.278.000,105.075.244
2025.02,19/02/2025,25.275.000,19.344.000,19.035.208,66.423.695,0,111.042.695,110.733.903
2025.02,20/02/2025,21.735.000,11.544.444,11.432.524,48.379.500,0,81.658.944,81.547.024
2025.02,21/02/2025,7.839.000,1.810.000,1.777.420,53.823.000,0,63.472.000,63.439.420
2025.02,22/02/2025,29.625.000,1.916.000,1.881.512,195.464.000,0,227.005.000,226.970.512
2025.02,23/02/2025,94.799.000,24.516.000,24.074.712,118.794.833,350.000,237.759.833,237.318.545
2025.02,24/02/2025,8.680.000,1.577.500,1.549.105,41.159.499,0,51.416.999,51.388.604
2025.02,25/02/2025,9.492.000,0,0,21.987.000,0,31.479.000,31.479.000
2025.02,26/02/2025,7.310.000,16.430.000,16.217.660,21.758.000,300.000,45.198.000,44.985.660
2025.02,27/02/2025,4.558.000,0,0,28.430.000,0,32.988.000,32.988.000
2025.02,28/02/2025,2.250.000,2.885.000,2.856.920,48.296.000,0,53.431.000,53.402.920
2025.03,01/03/2025,31.100.000,38.770.000,38.091.945,103.550.500,0,173.420.500,172.742.445
2025.03,02/03/2025,27.597.000,12.217.500,11.997.585,76.139.000,0,115.953.500,115.733.585
2025.03,03/03/2025,15.510.000,0,0,5.008.000,0,20.518.000,20.518.000
2025.03,04/03/2025,39.438.000,3.900.000,3.829.800,35.615.500,0,78.953.500,78.883.300
2025.03,05/03/2025,2.545.000,0,0,7.115.000,0,9.660.000,9.660.000
2025.03,06/03/2025,1.950.000,3.220.000,3.162.040,43.426.000,500.000,48.096.000,48.038.040
2025.03,07/03/2025,17.793.000,1.550.000,1.522.100,45.459.166,0,64.802.166,64.774.266
2025.03,08/03/2025,18.850.000,10.294.333,10.112.535,51.647.000,0,80.791.333,80.609.535
2025.03,09/03/2025,74.987.000,15.953.000,15.674.846,160.467.000,0,251.407.000,251.128.846
