"Month","Year","Amount","Description","Category","Classify","Expense type","","","","","","","","","","","","","","","","","",""
"10","2025","  245.500.000 ","MKT chạy quảng cáo","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  16.547.334 ","Cp sửa chữa, bảo trì","3. Chi phí quản lý doanh nghiệp","Bảo trì - sửa chữa - khử khuẩn","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","","Cộng tác viên","2. Chi phí bán hàng","Agency hoặc freelancer","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  12.952.860 ","Thưởng gián tiếp","2. Chi phí bán hàng","Thưởng gián tiếp","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","","Đi trường","2. Chi phí bán hàng","Đi trường","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  28.421.634 ","Hành chính MKT","2. Chi phí bán hàng","Hành chính MKT","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  36.832.250 ","Hoa hòng gth","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  25.596.000 ","TikTok","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  412.163.708 ","% của NV","4. Chi phí nhân sự","Thưởng KPI","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  4.037.135 ","Phí cà thẻ","6. Chi phí khác","Phí cà thẻ","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  27.159.813 ","Tiếp khách pK(grab, chi phí khác)","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  506.933.361 ","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí","","","","","","","","","","","","","","","","","",""
"10","2025","  123.805.667 ","Chi phí MB","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí","","","","","","","","","","","","","","","","","",""
"10","2025","  36.623.333 ","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí","","","","","","","","","","","","","","","","","",""
"10","2025","  18.000.000 ","Thuê bằng bs+bằng y tá","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí","","","","","","","","","","","","","","","","","",""
"10","2025","  8.304.000 ","chi phí cho quận, phường","3. Chi phí quản lý doanh nghiệp","Hành chính","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  36.725.000 ","thuế","3. Chi phí quản lý doanh nghiệp","Hành chính","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  16.559.550 ","implant swiss T4+5","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  32.282.333 ","vật liệu đtt, Bao tay y tế, mua thuốc,nước muối, tấm choàng che cổ, gương cầm tay phòng điều trị+túi chườm, mua áo chì , khăn giấy choàng cổ phòng điều trị","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  2.268.000 ","kiểm định lò hấp","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  7.497.000 ","Cây nạy răng","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  4.925.400 ","xnm+chụp phim khách+thuốc khách","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  4.019.250 ","xương zimmer","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  13.540.000 ","Mua kin","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  76.299.000 ","tt trụ Neodent","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  6.200.000 ","Mua vật liệu impl","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  900.000 ","bóng đèn cực tím","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  33.260.000 ","Pk implant strauman","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  2.500.000 ","tiền tiền mê","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  147.600.000 ","Kí hd JD","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  26.300.000 ","Hd xương màn đợt 2","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  10.000.000 ","Mua mũi khoan lấy xương TGIP","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  39.591.000 ","vật tư t10","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  97.100.000 ","Lab","1. Giá vốn hàng bán","Lab răng sứ","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  100.000.000 ","Quỹ thưởng","6. Chi phí khác","Thưởng tổng cuối năm","Định phí","","","","","","","","","","","","","","","","","",""
"10","2025","","Dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  5.547.001 ","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  17.113.001 ","Thưởng nóng+liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","","Giới thiệu nhân sự","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","","","","","","","","","","","","","","","",""
"10","2025","  5.751.667 ","đào tạo nhân sự","4. Chi phí nhân sự","Đào tạo nhân sự","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  75.581.333 ","Mua đồ hành chính","3. Chi phí quản lý doanh nghiệp","Hành chính","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  44.929.000 ","Tiền thuê xe+phí về xe","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  8.695.000 ","bãi xe cty+bãi xe nv","3. Chi phí quản lý doanh nghiệp","Thuê xe, bãi xe","Định phí","","","","","","","","","","","","","","","","","",""
"11","2025","  43.908.567 ","điện+nước+wf","3. Chi phí quản lý doanh nghiệp","Điện, nước, wifi","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  36.668.000 ","Cp tiếp khách","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  76.240.000 ","tặng phẩm khách","2. Chi phí bán hàng","Tặng phẩm khách","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  495.000.000 ","MKT chạy quảng cáo","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  138.831.000 ","Cp sửa chữa, bảo trì","3. Chi phí quản lý doanh nghiệp","Bảo trì - sửa chữa - khử khuẩn","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","","Cộng tác viên","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  17.138.641 ","Thưởng gián tiếp","2. Chi phí bán hàng","Thưởng gián tiếp","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","","Đi trường","2. Chi phí bán hàng","Event marketing","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  39.753.000 ","Hành chính MKT","2. Chi phí bán hàng","Hành chính MKT","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  67.419.700 ","Hoa hòng gth","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  25.596.000 ","TikTok","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  498.512.748 ","% của NV","4. Chi phí nhân sự","Thưởng KPI","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  20.113.471 ","Phí cà thẻ","6. Chi phí khác","Phí cà thẻ","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  36.981.000 ","Tiếp khách pK(grab,chi phí khác)","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  978.299.892 ","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí","","","","","","","","","","","","","","","","","",""
"11","2025","  256.883.250 ","Chi phí MB","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí","","","","","","","","","","","","","","","","","",""
"11","2025","  73.585.013 ","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí","","","","","","","","","","","","","","","","","",""
"11","2025","  36.000.000 ","Thuê bằng bs+bằng y tá","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí","","","","","","","","","","","","","","","","","",""
"11","2025","  22.825.000 ","chi phí cho quận, phường","5. Chi phí thuế và lãi vay","Phường, quận","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  16.666.000 ","thuốc+bóng đèn tủ cực tím+túi chườm+găng tay phẩu thuật, dung dịch vệ sinh, tăm dán Veneer,  tấm phim máy chụp cận chóp","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  32.730.000 ","Mua kin, mua compossite, đồ đtt, chất gắn","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  39.940.000 ","vật liệu","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  10.440.000 ","hd trụ  hiosen","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  71.250.000 ","Hd strauman","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  5.000.000 ","Tiền tiền mê","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  27.816.750 ","trụ neodent","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  31.629.750 ","xương zimmer","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  4.505.000 ","xnm","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  1.080.000 ","kiểm định nồi hấp mới","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  26.300.000 ","hd xương màn Việt Đăng","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  26.000.000 ","hd biotem","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  6.500.000 ","pin máy chụp cận chóp","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  10.000.000 ","hd Hiosen","1. Giá vốn hàng bán","Vật liệu implant","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  226.970.000 ","lab implant","1. Giá vốn hàng bán","Lab răng sứ","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  486.400.000 ","lab sứ","1. Giá vốn hàng bán","Lab răng sứ","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  100.000.000 ","Quỹ thưởng","6. Chi phí khác","Thưởng tổng cuối năm","Định phí","","","","","","","","","","","","","","","","","",""
"11","2025","","Dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  56.338.500 ","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  20.208.000 ","Thưởng nóng+liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  -   ","Giới thiệu nhân sự","6. Chi phí khác","Giới thiệu nhân sự","Biến phí","","","","","","","","","","","","","","","","","",""
"11","2025","  -   ","đào tạo nhân sự","4. Chi phí nhân sự","Đào tạo nhân sự","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  66.140.000 ","Mua đồ hành chính","3. Chi phí quản lý doanh nghiệp","Hành chính","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  49.790.000 ","Tiền thuê xe+phí về xe","3. Chi phí quản lý doanh nghiệp","Thuê xe, bãi xe","Định phí","","","","","","","","","","","","","","","","","",""
"12","2025","  4.000.000 ","bãi xe cty+bãi xe nv","3. Chi phí quản lý doanh nghiệp","Thuê xe, bãi xe","Định phí","","","","","","","","","","","","","","","","","",""
"12","2025","  33.102.947 ","điện+nước+wf","3. Chi phí quản lý doanh nghiệp","Điện, nước, wifi","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  37.361.000 ","Cp tiếp khách","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  30.995.000 ","tặng phẩm khách","2. Chi phí bán hàng","Tặng phẩm khách","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  550.000.000 ","MKT chạy quảng cáo","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  33.654.500 ","Cp sửa chữa, bảo trì","3. Chi phí quản lý doanh nghiệp","Bảo trì - sửa chữa - khử khuẩn","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","","Cộng tác viên","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","","Thưởng gián tiếp","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","","Đi trường","2. Chi phí bán hàng","Đi trường","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  35.206.000 ","Hành chính MKT","2. Chi phí bán hàng","Hành chính MKT","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  76.880.600 ","Hoa hòng gth","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  25.596.000 ","TikTok","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  717.849.482 ","% của NV","4. Chi phí nhân sự","Thưởng KPI","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  19.930.934 ","Phí cà thẻ","6. Chi phí khác","Phí cà thẻ","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  34.626.000 ","Tiếp khách pK(grab,chi phí khác)","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  972.436.598 ","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí","","","","","","","","","","","","","","","","","",""
"12","2025","  257.526.750 ","Chi phí MB","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí","","","","","","","","","","","","","","","","","",""
"12","2025","  62.467.480 ","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí","","","","","","","","","","","","","","","","","",""
"12","2025","  45.032.259 ","Thuê bằng bs+bằng y tá","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí","","","","","","","","","","","","","","","","","",""
"12","2025","  17.000.000 ","chi phí cho quận, phường","5. Chi phí thuế và lãi vay","Phường, quận","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","","thuế","5. Chi phí thuế và lãi vay","Thuế GTGT/ TNCN/ TNDN/ môn bài/ lệ phí..nộp NSNN","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  35.340.000 ","Thuốc, túi đá gel chườm lạnh, cây đánh bóng, cao su lấy dấu, thuốc giảm đau + gạc + nước muối, Metrogyl, Chụp film, mua dây đo định vị chóp nội nha, nước rửa tay y khoa, bộ đồ khám,mua đai trám, chất gắn veneer, chốt sợi, đầu đánh bóng+ bóng đèn tủ cực tím đầu trộn cao su, mũi khoan, dây đo nội nha, khẩu trang, Sáp cầm máu, mua bông xốp cầm máu TGIP, mua khăn choàng xanh, mua cây bóc tách nướu + kẹp phẫu thuật","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  39.748.000 ","thuốc chống ê, Kin, thuốc tê, Kim khoan răng","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  140.126.022 ","thanh toán tiền trụ Anthogy+dentium + tax + pin","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  10.293.000 ","Giấy in phim,Tiền xnm t11","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  6.000.000 ","tiền bs tiền mê","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  24.855.000 ","xi măng gắn, bond, composite, bộ đồ phẫu thuật implant, gương phóng đại soi trong miệng, khăn choàng che cổ, nhận mũi khoan mở cổ IP","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  71.250.000 ","hd strauman đợt 2","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  34.892.000 ","phôi + cylinder+abutment","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  123.812.000 ","vật tư","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  49.118.000 ","xương zimmer+xương màng","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  425.008.000 ","kí hd 1000 trụ dentium","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  10.000.000 ","hd ostem kì cuối","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  4.500.000 ","lab AZ tháo lắp","1. Giá vốn hàng bán","Lab răng sứ","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  170.120.000 ","lab implant","1. Giá vốn hàng bán","Lab răng sứ","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  529.300.000 ","lab Thịnh","1. Giá vốn hàng bán","Lab răng sứ","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  100.000.000 ","Quỹ thưởng","6. Chi phí khác","Thưởng tổng cuối năm","Định phí","","","","","","","","","","","","","","","","","",""
"12","2025","","Dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  51.021.000 ","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  13.099.000 ","Thưởng nóng+liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","","Giới thiệu nhân sự","6. Chi phí khác","Giới thiệu nhân sự","Biến phí","","","","","","","","","","","","","","","","","",""
"12","2025","  25.537.500 ","đào tạo nhân sự","4. Chi phí nhân sự","Đào tạo nhân sự","Biến phí","","","","","","","","","","","","","","","","","",""